arcos_all_washpost_shuf5000
REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RS0261379,DISTRIBUTOR,SMITH'S FOOD & DRUG CTR'S INC,null,D/B/A PEYTON'S PHOENIX,5305 W BUCKEYE RD,PHOENIX,AZ,85043,MARICOPA,AK4117140,CHAIN PHARMACY,KING SOOPERS PHARMACY,null,2712 11TH AVE,null,GREELEY,CO,80631,WELD,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,10212008,0.3027,100.0,4147,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Smith's Food & Drug Ctr's Inc,5.0
RW0263056,DISTRIBUTOR,CARDINAL HEALTH,null,600 N 83RD AVE,null,TOLLESON,AZ,85353,MARICOPA,BS7959969,CHAIN PHARMACY,"GERMAN DOBSON CVS, L.L.C.",DBA: CVS/PHARMACY  # 03491,9546 E. RIGGS RD.,null,SUN LAKES,AZ,85248,MARICOPA,S,9143,63481062770,OXYCODONE,2.0,null,null,94825616,null,0,12222009,0.44825,200.0,912030927,OXYCOD.HCL/APAP;2.5MG & 325MG/TAB;BO,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Endo Pharmaceuticals, Inc.","Endo Pharmaceuticals, Inc.",Cardinal Health,2.5
RM0173055,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,400 DELRAN PARKWAY,DELRAN,NJ,8075,BURLINGTON,BM8683698,RETAIL PHARMACY,MILLENNIUM PHARMACY SYSTEMS,DBA PHARMERICA,1500 INDUSTRY ROAD,SUITE A,HATFIELD,PA,19440,MONTGOMERY,S,9193,406035705,HYDROCODONE,8.0,null,null,null,null,null,11072008,12.108000000000000,4000.0,811009925,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RM0138328,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,4012 S PURDUE AVE,OKLAHOMA CITY,OK,73179,OKLAHOMA,AP2235439,RETAIL PHARMACY,PRESTON ROAD PHARMACY,PRESTON ROAD PHARMACY,6901 PRESTON RD,null,DALLAS,TX,75205,DALLAS,S,9193,52544053901,HYDROCODONE,2.0,null,null,null,null,null,8222008,1.2108,200.0,808049773,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,10.0
RC0238104,DISTRIBUTOR,CARDINAL HEALTH,null,2512 WESTCOTT BLVD,null,KNOXVILLE,TN,37931,KNOX,BK7531189,CHAIN PHARMACY,KROGER DRUGSTORE 479,null,3559 CHAMBLEE-TUCKER ROAD,null,ATLANTA,GA,30341,DEKALB,S,9143,406851501,OXYCODONE,1.0,null,null,110654451,null,null,8172011,1.34475,100.0,1108050809,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,15.0
PM0000771,DISTRIBUTOR,MCKESSON CORPORATION,null,1515 KENDRICK LANE,null,LAKELAND,FL,33805,POLK,BP6736891,CHAIN PHARMACY,PUBLIX SUPER MARKETS INC,PUBLIX PHARMACY #0716,450 STATE ROAD 13,SUITE 109,SAINT JOHNS,FL,32259,SAINT JOHNS,S,9143,406051205,OXYCODONE,1.0,null,null,83901892,null,null,10032008,2.24125,500.0,810008566,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PM0000771,DISTRIBUTOR,MCKESSON CORPORATION,null,1515 KENDRICK LANE,null,LAKELAND,FL,33805,POLK,AA7378955,CHAIN PHARMACY,ALBERTSONS LLC #04309,DBA SAV-ON PHARMACY,5055 NORTH 9TH AVE,null,PENSACOLA,FL,32504,ESCAMBIA,S,9143,591093301,OXYCODONE,2.0,null,null,73211863,null,null,4072008,1.34475,200.0,804040855,OXYCODONE.HCL/APAP 7.5MG/325MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
PV0035673,DISTRIBUTOR,VALUE DRUG CO,null,ONE GOLF VIEW DRIVE,null,ALTOONA,PA,16601,BLAIR,BM5790301,RETAIL PHARMACY,MED CENTER PHARMACY,null,3 HOSPITAL DRIVE,CLAY AVENUE,TYRONE,PA,16686,BLAIR,S,9193,591054001,HYDROCODONE,4.0,null,null,null,null,null,7172006,2.4216,400.0,7535,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Value Drug Co,10.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW9593333,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 09735,901 OKLAHOMA AVE,null,WOODWARD,OK,73801,WOODWARD,S,9193,591054005,HYDROCODONE,2.0,null,null,null,null,null,5222012,6.054000000000000,1000.0,40259,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RR0236073,DISTRIBUTOR,RITE AID MID-ATLANTIC,null,CUSTOMER SUPPORT CENTER,601 CHELSEA ROAD,ABERDEEN,MD,21001,HARFORD,AR8358891,CHAIN PHARMACY,"RITE AID OF PENNSYLVANIA, INC.",RITE AID #290,500 EAST LANCASTER AVENUE,null,SHILLINGTON,PA,19607,BERKS,S,9193,406036301,HYDROCODONE,2.0,null,null,null,null,null,1102012,1.2108,200.0,9694,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Rite Aid,10.0
PM0022929,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070,CLACKAMAS,BT5193557,CHAIN PHARMACY,THRIFTY PAYLESS INC.,RITE AID #5391,700 S.E. 3RD STREET,null,BEND,OR,97702,DESCHUTES,S,9143,591350201,OXYCODONE,2.0,null,null,63541867,null,null,11012006,3.5860000000000000,200.0,611023248,OXYCODONE HYDROCHLORIDE CR 20MG TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.",Purdue Pharma LP,McKesson Corporation,20.0
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,AC9060740,CHAIN PHARMACY,"NEBRASKA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 08626,7002 O STREET,null,LINCOLN,NE,68510,LANCASTER,S,9193,406036101,HYDROCODONE,1.0,null,null,null,null,null,11272010,0.6054,100.0,132484,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,10.0
PM0018425,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,14500 E 39TH AVE,AURORA,CO,80011,ADAMS,AV2361169,RETAIL PHARMACY,VALLEY DRUG CO,null,131 S 1ST AVE E,null,MALTA,MT,59538,PHILLIPS,S,9143,456520001,OXYCODONE,1.0,null,null,62092266,null,null,12112006,0.44825,100.0,612008819,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Allergan, Inc.","Allergan, Inc.",McKesson Corporation,5.0
RA0314562,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,6305 LASALLE DR,null,LOCKBOURNE,OH,43137,FRANKLIN,BJ2092889,RETAIL PHARMACY,JEFF'S PHARMACY,null,120 LOTHBURY AVENUE,P.O. BOX 954,MIDDLESBORO,KY,40965,BELL,S,9193,591050205,HYDROCODONE,4.0,null,null,null,null,null,7222008,9.081,2000.0,12999,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,7.5
RC0318128,DISTRIBUTOR,CVS ORLANDO FL DISTRIBUTION,null,LLC,8201 CHANCELLOR DRIVE,ORLANDO,FL,32809,ORANGE,BC5287619,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 03685,7790 BLANDING BLVD,null,JACKSONVILLE,FL,32244,DUVAL,S,9193,62037052401,HYDROCODONE,1.0,null,null,null,null,null,4232009,0.45405,100.0,21125,HYDROCODONE.BITARTRATE/IBUPROFEN 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",CVS,7.5
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,FW1588207,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS #12640,226 N. HALLECK STREET,null,DEMOTTE,IN,46310,JASPER,S,9143,406055201,OXYCODONE,1.0,null,null,120484546,null,null,6142012,0.44825,100.0,352710,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Walgreen Co,5.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,BW5459549,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 04225,1701 NW ST RTE 7,null,BLUE SPRINGS,MO,64014,JACKSON,S,9143,591082401,OXYCODONE,1.0,null,null,92015166,null,0,5282009,0.672375,100.0,76182,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,7.5
RW0186278,DISTRIBUTOR,WAL-MART WAREHOUSE #32,null,13231 11TH AVENUE,null,HANFORD,CA,93230,KINGS,BW8627525,CHAIN PHARMACY,WAL-MART PHARMACY 10-3254,null,5260 W 7TH STREET,null,RENO,NV,89523,WASHOE,S,9193,406036601,HYDROCODONE,1.0,null,null,null,null,null,5212012,0.45405,100.0,1205026521,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RO0153609,DISTRIBUTOR,CARDINAL HEALTH,null,71 MIL-ACRES DR,null,WHEELING,WV,26003,OHIO,AK6379526,CHAIN PHARMACY,K MART PHARMACY #3218,null,1050 DIVISION ST,null,PARKERSBURG,WV,26101,WOOD,S,9193,406036101,HYDROCODONE,1.0,null,null,null,null,0,2272008,0.6054,100.0,802084700,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0161872,DISTRIBUTOR,WALGREEN EASTERN CO INC,null,DBA WALGREENS WAREHOUSE,125 N COMMERCE WAY,BETHLEHEM,PA,18017,NORTHAMPTON,BW9661439,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 09661,705 JAKE ALEXANDER BLVD WEST,null,SALISBURY,NC,28147,ROWAN,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,0,3162007,1.5135,500.0,17287,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,5.0
PM0038693,DISTRIBUTOR,MCKESSON CORPORATION,null,"DBA MCKESSON DRUG CO,",7009 SOUTH 108 STREET,LA VISTA,NE,68128,SARPY,BV6984997,RETAIL PHARMACY,VARNEY PHARMACY LLC,null,102 WEST MAIN,BOX 1220,PARKSTON,SD,57366,HUTCHINSON,S,9193,591038501,HYDROCODONE,2.0,null,null,null,null,null,11022011,0.9081,200.0,1111015135,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
RM0336950,DISTRIBUTOR,MCKESSON CORPORATION,null,6775 JEFFERSON METROPOLITAN,null,MCCALLA,AL,35111,JEFFERSON,AS0483862,RETAIL PHARMACY,SOLOMON DRUG COMPANY,CHARLES T SOLOMON OWNER,306 MORROW AVENUE,P O BOX 189,EUTAW,AL,35462,GREENE,S,9193,603388832,HYDROCODONE,1.0,null,null,null,null,null,5152007,6.054000000000000,1000.0,705015764,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0203377,DISTRIBUTOR,DISCOUNT DRUG MART,null,211 COMMERCE DRIVE,null,MEDINA,OH,44256,MEDINA,BD0931180,CHAIN PHARMACY,DISCOUNT DRUG MART #30,null,629 BEALL AVE,null,WOOSTER,OH,44691,WAYNE,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,0,5082007,1.5135,500.0,437,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Discount Drug Mart,5.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BC8169840,RETAIL PHARMACY,COMMUNITY DRUGS CO,null,115 NORTH 13TH ST,null,FRANKLIN,PA,16323,VENANGO,S,9143,228287811,OXYCODONE,5.0,null,null,122844613,null,null,9262012,6.72375,500.0,1209004905,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,15.0
RW0152467,DISTRIBUTOR,WALGREEN CO,null,DBA WALGREENS,5100 LAKE TERRACE NE,MOUNT VERNON,IL,62864,JEFFERSON,AW6814924,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 06789,701 GRAVOIS BLUFFS BLVD,null,FENTON,MO,63026,SAINT LOUIS,S,9193,591050301,HYDROCODONE,1.0,null,null,null,null,0,4162010,0.6054,100.0,18532,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RC0182080,DISTRIBUTOR,CARDINAL HEALTH,null,2045 INTERSTATE DRIVE,null,LAKELAND,FL,33805,POLK,FF2135045,RETAIL PHARMACY,SMZA ENTERPRISES LLC,DBA FIRST CHOICE PHARMACY & COMPOUNDING CENTER,754 SOUTH GOLDENROD ROAD,null,ORLANDO,FL,32822,ORANGE,S,9143,406052301,OXYCODONE,4.0,null,null,11X000092,null,0,6242011,3.5860000000000000,400.0,1106075832,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0277752,DISTRIBUTOR,WALGREEN CO,null,15998 WALGREENS DRIVE,null,JUPITER,FL,33478,PALM BEACH,BW8423535,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 06752,1841 LITTLE RD,null,TRINITY,FL,34655,PASCO,S,9193,591050301,HYDROCODONE,1.0,null,null,null,null,0,12192008,0.6054,100.0,21196,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RM0314790,DISTRIBUTOR,MORRIS & DICKSON CO,null,10301 HIGHWAY 1 SOUTH,null,SHREVEPORT,LA,71115,CADDO,FD2891530,RETAIL PHARMACY,DENVER CITY PHARMACY,null,105 E BROADWAY STREET,null,DENVER CITY,TX,79323,YOAKUM,S,9193,591054005,HYDROCODONE,1.0,null,null,null,null,null,8312012,3.0270000000000000,500.0,71158,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Morris & Dickson Co,10.0
RM0220688,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3000 KENSKILL AVE,WASHINGTON CT HOUSE,OH,43160,FAYETTE,BP3467467,RETAIL PHARMACY,PHARMACY I EXPRESS,null,730 WEST SECOND ST,null,BLOOMINGTON,IN,47403,MONROE,S,9193,93516101,HYDROCODONE,1.0,null,null,null,null,null,2252006,0.45405,100.0,602003616,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Teva Pharmaceuticals USA, Inc.",Teva,McKesson Corporation,7.5
PK0070297,DISTRIBUTOR,KINRAY INC,null,152-35 10TH AVE.,null,WHITESTONE,NY,11357,QUEENS,AN5395555,RETAIL PHARMACY,NORTH CENTER DRUGS,null,386 BROAD ST,null,BLOOMFIELD,NJ,7003,ESSEX,S,9193,603388621,HYDROCODONE,1.0,null,null,null,null,null,6142011,0.6054,100.0,66099,HYDROCODONE BITARTRATE AND ACETA 10M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Kinray Inc,10.0
RW0263549,DISTRIBUTOR,CARDINAL HEALTH,null,4875 FLORENCE STREET,null,DENVER,CO,80238,DENVER,BK5099177,CHAIN PHARMACY,KING SOOPERS PHARMACY #16,null,19711 E SMOKY HILL ROAD,null,CENTENNIAL,CO,80015,ARAPAHOE,S,9143,406052201,OXYCODONE,1.0,null,null,81058055,null,0,5292008,0.672375,100.0,805019781,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RC0313940,DISTRIBUTOR,CARDINAL HEALTH,null,14601 COUNTY ROAD 212,null,FINDLAY,OH,45840,HANCOCK,BK7626926,CHAIN PHARMACY,KROGER PHARMACY,null,6011 GROVEPORT ROAD,null,GROVEPORT,OH,43125,FRANKLIN,S,9143,591350301,OXYCODONE,3.0,null,null,70088509,null,0,2232007,10.758,300.0,702043334,OXYCODONE HCL 40MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Cardinal Health,40.0
PM0000771,DISTRIBUTOR,MCKESSON CORPORATION,null,1515 KENDRICK LANE,null,LAKELAND,FL,33805,POLK,BP9750921,CHAIN PHARMACY,"PUBLIX SUPER MARKETS, INC.",null,PUBLIX PHARMACY #0273,5810 NORTH MONROE STREET STE 200,TALLAHASSEE,FL,32303,LEON,S,9143,406055201,OXYCODONE,3.0,null,null,90067302,null,null,1232009,1.34475,300.0,901014234,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RM0380484,DISTRIBUTOR,MCKESSON CORPORATION,null,1995 MCKESSON ST.,SUITE 101,AURORA,IL,60502,DUPAGE,FH1208796,RETAIL PHARMACY,HEALTH MART O'CONNOR PHARMACY,null,109 S. MAIN STREET,null,BRILLION,WI,54110,CALUMET,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,5182010,0.3027,100.0,1005009467,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RR0236073,DISTRIBUTOR,RITE AID MID-ATLANTIC,null,CUSTOMER SUPPORT CENTER,601 CHELSEA ROAD,ABERDEEN,MD,21001,HARFORD,BR1868984,CHAIN PHARMACY,"RITE AID OF OHIO, INC.",RITE AID #2449,25 WEST MAIN STREET,null,EAST PALESTINE,OH,44413,COLUMBIANA,S,9193,406035705,HYDROCODONE,2.0,null,null,null,null,null,2122007,3.0270000000000000,1000.0,14502,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Rite Aid,5.0
PM0150538,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,710 132ND STREET SW,EVERETT,WA,98204,SNOHOMISH,AS0981743,RETAIL PHARMACY,SOUTH PARK REXALL PHARMACY,null,1743 VILLAGE LANE S.E,null,PORT ORCHARD,WA,98366,KITSAP,S,9143,406851501,OXYCODONE,5.0,null,null,12X000295,null,null,11052012,6.72375,500.0,1211010801,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,15.0
RA0290938,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,19220 64TH AVENUE SOUTH,null,KENT,WA,98032,KING,BR4104193,RETAIL PHARMACY,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,KAISER PERMANENTE RIVERFRONT PHARMACY,322 W NORTH RIVER DRIVE,null,SPOKANE,WA,99201,SPOKANE,S,9143,406052301,OXYCODONE,4.0,null,null,10X000450,null,null,2262010,3.5860000000000000,400.0,11089,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,10.0
RW0191419,DISTRIBUTOR,CARDINAL HEALTH,null,955 WEST 3100 SOUTH,null,SOUTH SALT LAKE CITY,UT,84119,SALT LAKE,BK4018532,RETAIL PHARMACY,KURT'S PRESCRIPTION CTR PHCY,null,1203 FILER AVE E.,null,TWIN FALLS,ID,83301,TWIN FALLS,S,9143,59011048010,OXYCODONE,2.0,null,null,12XCO0060,null,null,8082012,14.344000000000000,200.0,1208005848,OXYCONTIN 80MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,Cardinal Health,80.0
RW0356192,DISTRIBUTOR,WAKEFERN FOOD CORPORATION,null,8301 INDUSTRIAL BOULEVARD,null,BREINIGSVILLE,PA,18031,LEHIGH,BS8742404,RETAIL PHARMACY,SHOPRITE PHARMACY OF BAYVILLE,null,427-429 ROUTE 9,null,BAYVILLE,NJ,8721,OCEAN,S,9193,406036005,HYDROCODONE,4.0,null,null,null,null,null,7082011,9.081,2000.0,3841,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wakefern Food Corporation,7.5
RA0253877,DISTRIBUTOR,ADVANTAGE LOGISTICS,null,533 NORTH MALLICK ROAD,null,OGLESBY,IL,61348,LA SALLE,AA2214649,CHAIN PHARMACY,NEW ALBERTSONS INC.,DBA SAV-ON #559,8155 SOUTH WEST HALL,null,BEAVERTON,OR,97005,WASHINGTON,S,9193,591085301,HYDROCODONE,3.0,null,null,null,null,1000,10182010,1.8162,300.0,4163090,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Advantage Logistics,10.0
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,null,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BS6203361,RETAIL PHARMACY,"SELF-MED RX HUFF PHARMACY, INC",null,76 INDUSTRIAL BLVD.,null,ELLIJAY,GA,30540,GILMER,S,9193,603388732,HYDROCODONE,1.0,null,null,null,null,null,1242006,6.054000000000000,1000.0,603110692,HYDROCODONE BIT./ACETA 10MG/325MG TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Smith Drug Company,10.0
RM0220537,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3003 AIRPORT RD,LA CROSSE,WI,54603,LA CROSSE,BS9747708,CHAIN PHARMACY,SHOPKO PHARMACY #2123,null,900 MEMORIAL ROAD WEST,null,HOUGHTON,MI,49931,HOUGHTON,S,9193,406036001,HYDROCODONE,1.0,null,null,null,null,null,9192007,0.45405,100.0,709006536,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
RW0283452,DISTRIBUTOR,CARDINAL HEALTH,null,2840 ELM POINT INDUSTRIAL DR.,null,ST CHARLES,MO,63301,SAINT CHARLES,AS7052121,RETAIL PHARMACY,MARK'S PHARMACY,null,7311 NORTH HILLS BLVD,UNIT #3,SHERWOOD,AR,72116,PULASKI,S,9143,591093201,OXYCODONE,4.0,null,null,92167147,null,0,6102009,3.5860000000000000,400.0,906008938,OXYCODONE.HCL/APAP 10MG/325MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Cardinal Health,10.0
RD0108200,DISTRIBUTOR,CARDINAL HEALTH,null,11 CENTENNIAL DRIVE,null,PEABODY,MA,1960,ESSEX,FM0121450,CHAIN PHARMACY,"CVS PHARMACY, INC.",DBA: CVS/PHARMACY  # 01234,208 ELM ST.,null,WESTFIELD,MA,1085,HAMPDEN,S,9143,406059601,OXYCODONE,2.0,null,null,85027557,null,0,2102009,14.344000000000000,200.0,902025872,OXYCODONE HYDROCHLORIDE 80MG TABS.,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,80.0
